frase,palabra,significado_correcto
旅行社會爲你安排去安達盧西亞的旅行。,行,
那会花很多时间。,花,
据我所知，这本书尚未被翻译成日语。,书,
吃爆米花可能比吃薯条更健康。,花,
他步行上学。,行,
有空就读这本书吧。,书,
你知道這花的名字嗎？,花,
瑪麗是在16小時跨大陸飛行中早產出生的。,行,
给我点水吧，行行好。,行,
這花聞著香甜。,花,
我花800日元买了这本书。,书,
这要花时间。,花,
湯姆花了大半箇早晨整理辦公室。,花,
我们该步行吗？,行,
汤姆为他怀孕的妻子骑行30千米到商店买草莓。,行,
桌上有些书。,书,
反社会者极少为他们的罪行显露懊悔或有罪恶的感觉。,行,
我在那商店花低價買了臺錄像機。,花,
别在吃饭时读书。,书,
你在读书。,书,
他在读书。,书,
我们在读书。,书,
你们在读书。,书,
您在读书。,书,
他们在读书。,书,
她们在读书。,书,
你必须为自己的行为负责。,行,
這計劃執行起來花銷會很大。,花,
请看这本书。,书,
這花是黃的。,花,
那差不多就是完美犯罪：我們到達現場，打開行李箱，殺了那人並消除指紋，但我們忘了藏屍體。,行,
运动会要延期举行。,行,
汤姆往炖菜里加了西兰花。,花,
我们都喜欢骑自行车。,行,
这是他们的书。,书,
她把錢存在銀行裡。,行,
無論通過行納粹禮還是將手放在胸前，我認為這種愛國主義的表現是一種病的症狀，而病因和治療方法有待進一步研究。,行,
幾箇世紀以來，天文學家相信銀河構成了整個宇宙。哈勃第一箇證明了通過望遠鏡看到的天空中的模糊花斑是其他星系，而不是銀河系的遙遠部分。,花,
谢谢你的花！,花,
汤姆想多把时间花在他的家庭上。,花,
相比第二本，我更喜欢汤姆的第一本书。,书,
要花很多錢。,花,
我跟湯姆出去逛，行嗎？,行,
我在读书。,书,
海龟是爬行动物。,行,
这肯定是我的书。,书,
随着故事的进行，谜题揭开了。,行,
汤姆在花园里站着。,花,
他是箇非常浪漫的男朋友，每晚都給我送花。,花,
我已经读完了所有哈利·波特书。,书,
铁路与公路平行。,行,
我認爲辯論該繼續進行。,行,
林肯向前政敌行礼。,行,
未满年龄饮酒是罪行。,行,
我要花很长时间。,花,
在哥伦比亚，天主教习俗盛行。,行,
雜草完全佔據了花壇。,花,
湯姆在他房間整理行李。,行,
買便宜貨要花很多錢。,花,
他父親在花園裏。,花,
是有人花钱让你做这事吗？,花,
我父親騎自行車去上班。,行,
湯姆在瑪麗身上花時間。,花,
我的银行账户里没留下钱。,银行,
我整天待在图书馆。,书,
他的这本书一点意思也没有。,书,
我花了一千日圓修理腳踏車。,花,
那些花死了。,花,
把书放在原处。,书,
人要为自己的行为负责。,行,
我们应该进行测试。,行,
情人節是應該送花，還是應該穿性感的內衣呢？,花,
別問問題。跟著我就行。,行,
那自行车是我的。,行,
我父亲在花园边上装了篱笆。,花,
我就要读完这本书了。,书,
我的兄弟在花園睡了一覺。,花,
元宵節要賞花燈。,花,
湯姆從沒忘記在婚禮周年紀念日送給他妻子花。,花,
我要在花園裏種些樹。,花,
桌子上只有一本书。,书,
你的学校有图书馆吗？,书,
內衣的花邊讓我有點癢。,花,
胸罩的花邊讓我有點癢。,花,
文胸的花邊讓我有點癢。,花,
这本书小。,书,
黑的电话比白的花钱多。,花,
這種行為是對演出的不尊重。,行,
我一生都谨慎行事。,行,
你应该带护照去银行。,银行,
銀行開著嗎？,行,
我们叫她一个书虫。,书,
湯姆在給瑪麗買花。,花,
系统运行起来了。,行,
它花多少钱对你很重要吗？,花,
那輛藍色的自行車是新的。,行,
她有紅色的花。,花,
每年都有大量新书出版。,书,
我相信他採取的行動是對的。,行,
这本书写得很好。,书,
它花了几个月。,花,
你可能对花粉或灰尘过敏。,花,
你為什麼在畫花？,花,
我整个下午都在花园里。,花,
汤姆像什么也没发生一样行动。,行,
汤姆希望他没有从玛丽那里借书。,书,
他跑去那裡參加示威遊行了。,行,
船逆流航行。,行,
爆米花是我最喜欢的零食。,花,
汤姆阻止我进银行。,银行,
花園中一片花枝累垂的樣子。,花,
我們稱一斤花枝吧。,花,
我今天晚上想吃花枝。,花,
他手上有一朵花。,花,
我們踏上了去巴塞羅那的旅行。,行,
一大群孩子聚集在花园中。,花,
书页因年久而变黄,书,
這艘船被拖進了船塢進行改裝。,行,
你怎麼看婚前性行爲？,行,
他们说高尔夫在日本很流行。,行,
這會是個絕好的旅行。,行,
我会读完这本书。,书,
两本书我都会读。,书,
為了找到一個名字，我花了八天時間。,花,
心灵与心之间的关系，通常如同一个城堡的图书馆与城堡主人之间的关系一样。,书,
她在行李箱中放進了兩條褲襪。,行,
如今的大多数书似乎是一夜之间从昨日的书籍中冒出来。,书,
看來湯姆借了輛自行車。,行,
湯姆的自行車昨天被偷了。,行,
汤姆还是不能读书。,书,
你的旅行是怎么开始的？,行,
我們在槍林彈雨之下行進。,行,
我正在图书馆学习。,书,
汤姆经常步行去学校。,行,
父亲给我买了本书。,书,
湯姆給瑪麗帶了些花。,花,
它花了我三年。,花,
湯姆搶了家銀行。,行,
我甚麼時候能拿我的行李？,行,
浴缸裡滿是熱水和花瓣。,花,
帆船沿著海岸航行著。,行,
行政權與立法權融合於內閣，施政有效率。,行,
銀行必須將存款額的一定比率交由中央銀行保管。,行,
二戰後歐洲與日本進行重建。,行,
飛機在往香港方向飛行。,行,
請澆花。,花,
你買了輛好自行車嗎？,行,
我們花了很長時間決定我們真正要做的事。,花,
這花多久時間去計劃?,花,
我想去澳大利亞旅行。,行,
這個不行。,行,
這個國家成功進行了一次核試驗。,行,
他應該花更多時間在這個研究上。,花,
獨立公投將在下週舉行。,行,
雖然配料表中未列出堅果和花生，但餅乾中仍可能含有這些成分。。,花,
我那時還是個外行。,行,
我們往車裡装了很多行李。,行,
我試著花時間,花,
湯姆花很多時間閱讀,花,
​我們​來​自​世界​各​地，有​不​同​的​文化​背景，説​不​同​的​語言。可是，我們​十分​團結，大家​都​有​同樣​的​目標。最​重要​的​是，我們​都​渴望​尊榮​耶和華，耶和華​就是​聖經​所​説​的​上帝，他​是​萬物​的​創造主。我們​盡力​效法​耶穌基督，以​身​為​基督徒​為​榮。我們​每​個​人​都​常常​花​時間​幫助​別人​認識​聖經​和​上帝​的​王國。由於​我們​為​耶和華​上帝​和​他​的​王國​作​見證，也​就是​向​別人​傳講​上帝​和​他​王國​的​真理，所以​我們​稱​為​耶和華見證人。,花,
她必须对她的行为负责。,行,
他在衣服上花了很多錢。,花,
我有一辆红色的自行车。,行,
我昨天买了好几本书。,书,
春雨带来了夏日百花。,花,
那些花兒安慰了她。,花,
這條路與河流平行。,行,
你得行動了。,行,
我在哪兒取行李？,行,
她喜欢去图书馆。,书,
你是那個建議我們一起旅行的人。,行,
我花了比預期更多的時間。,花,
那個旅行很貴。,行,
这朵花的颜色是紫色。,花,
我喜歡獨自行走。,行,
我們在這裡花了太多時間。,花,
湯姆熱愛花卉。,花,
你拒絕執行，是不是？,行,
這是怎麼運行的？,行,
湯姆現在在銀行上班。,行,
湯姆求他父親給他買新自行車。,行,
我在湯姆身上花的時間太多了。,花,
要看东京的景物只花几天时间是很难的。,花,
你早點回來，行嗎？,行,
銀行九點開門,行,
湯姆把花瓶放在桌上。,花,
湯姆修好了他的自行車。,行,
我在我的花園裡種刀豆。,花,
那個修女要要去澆花和花菜。,花,
那個尼姑要去澆花和花菜。,花,
你喜歡西藍花嗎？,花,
你們喜歡西藍花嗎？,花,
西藍花是最健康的蔬菜之一。,花,
今天的西藍花做過頭了，不是很好吃。,花,
湯姆要爆米花。,花,
“聞起來像爆米花。”“你說的對！”,花,
今天的西藍花不是很新鮮。,花,
我出门不喜欢带很多行李。,行,
你不喜欢哪种书？,书,
土星是一顆行星。,行,
太陽系有四個氣態大行星：木星、土星、天王星和海王星。,行,
我們的太陽系有八大行星：水星、金星、地球、火星、木星、土星、天王星和海王星。,行,
水星是一顆行星。,行,
水星是離太陽最近的行星。,行,
火星是一顆行星。,行,
他在纠结要不要买这本书,书,
蛇是爬行动物。,行,
我讨厌爬行动物。,行,
我害怕爬行动物。,行,
斯蒂芬·奥布莱恩，联合国负责人道主义事务副秘书长兼紧急救济协调员，声称在也门、索马里、南苏丹和尼日利亚，超过2000万人面临饥荒的威胁。,书,
今天不行。,行,
谁是秘书？,书,
家长指导：如果你的孩子用TATOEBA学语言，请花时间搜索任何你不希望他们读到的词——并且不要害羞！你不会相信他们在这里允许了什么样的未审查的污秽，既然他们认为“语言就是语言”。,花,
很多书被盗了。,书,
谁会读那么厚的一本书呢？,书,
这本书上写，大象能活过一百岁。,书,
旅行是令人快乐的。,行,
旅行是乐事。,行,
他在意大利出版图书。,书,
他妻子在灶旁做饭，而他在坐着读书。,书,
这是本关于星星的书。,书,
我只有十本英语教科书。,书,
前人铺路，后人行路。,行,
为什么你要读这样一本书？,书,
她卖花。,花,
汤姆从他的自行车上掉了下来。,行,
我必须到银行去。,银行,
我想要本书。书店在什么地方？,书,
筹划旅行的时候，我们必须考虑到全家人的意愿。,行,
在日本，还没有哪个歌手像她一样流行。,行,
無論颳風還是下雨，比賽都會繼續進行下去。,行,
这些书很老。,书,
花园老是背着阴。,花,
我对这本书感兴趣。,书,
汤姆喜欢一个人旅行。,行,
淋浴花洒不出水了。,花,
她言行一致。,行,
我虽然行过死荫的幽谷，也不怕遭害，因为你与我同在；你的杖，你的竿，都安慰我。,行,
我看一下你的词典，行吗?,行,
你这么晚起床，非迟到不行。,行,
用英文写情书不容易。,书,
我的銀行賬戶沒錢了。,行,
我不知道你的书在哪里。,书,
那個修女要去澆灌花和花菜。,花,
藕就是蓮花的根部。,花,
西蘭花是最健康的蔬菜之一。,花,
我去银行取钱。,银行,
我在图书馆念书。,书,
我觉得这主意不行。,行,
你觉得这本书的哪个译本比较好？法语的还是英语的？,书,
你可不可以帮忙除草浇花？,花,
她通宵读书。,书,
汤姆说不行会怎样呢？,行,
我想你就沒有按照我們事先計劃的行事吗？,行,
阿尔及尔有自行车道吗？,行,
该项目正在进行中。,行,
行业和行业之间是否存在超额收益率上的显著区别？,行,
我们已经花了五个月的心血在这上面了。别这时候搞砸了。,花,
我买了一辆电动自行车。,行,
我记得我把书还到图书馆了。,书,
斯堪的纳维亚现在已经不流行戴维京人那种有角的头盔了。,行,
这些进食模式是习得性行为。,行,
自行车在汽车的右侧行驶是不合法的。,行,
他读很多书。,书,
他的英文书不超过五本。,书,
江枫逃跑了，后来月奴生了两个儿子，但是他们中了十二生肖的埋伏，两个移花宫的公主突然来了，她们逼月奴自杀，不久后江枫也自杀了。,花,
你的行为让人无法忍受。,行,
他提议对教育系统进行改革。,行,
你在波士顿花了多少钱？,花,
蜜蜂以花蜜为食。,花,
请问图书馆的卡要怎么拿到？,书,
最近我找到了父亲写的书。,书,
要是当时有好好读说明书就好了。,书,
你给安妮送了哪本书？,书,
在美国不管去哪个城镇都会有图书馆。,书,
会议将在后天于东京举行。,行,
因为台风的关系，我的父母提早一天结束了旅行回到家。,行,
我花了五十美元修好了手表。,花,
去国外旅行有很多好处。,行,
不要忘记汤姆对花生过敏。,花,
正在读烹饪书的女孩是凯特。,书,
理察·罗伯茨是很多本书的作者。,书,
发现了远处的灯光的旅行者欢喜不已。,行,
玛丽在她的床位上读书。,书,
你多久买一次花？,花,
汤姆捡起了书。,书,
在这儿使用的语法形式是现在进行时。,行,
你估计做那件事需要花费你多少时间呢？,花,
我只剩下书了。,书,
多行不义必自毙。,行,
她翻了一页书。,书,
对于那些想要修订现行著作权法的人，我希望他们这一晚是轻松的一晚，但实际上我希望其他人的夜晚也是轻松的。,行,
就算要花掉一整天我们也要完成它。,花,
请问您有多少件行李？,行,
我不喜欢五百页以上的书。,书,
德国将禁止雇主在脸书上偷窥。,书,
前几天我发现了一本我父亲写的书。,书,
他对自己在美国读过书这件事感到很骄傲。,书,
在吃饭的时候说话是不礼貌的行为。,行,
我相信他的执行能力。,行,
我们必须执行他的命令。,行,
你必须把你的照片贴在申请书上。,书,
来自格雷的情书？,书,
你最好在年轻的时候多读点书。,书,
一位女性正一个人在图书馆里看书。,书,
汤姆的书比你多。,书,
我跟我的邻居进行了个有意思的对话。,行,
现在是夏天，花都是来了。,花,
我在花园种了番茄和洋葱。,花,
约翰组装了书架。,书,
这本书对你有用。,书,
我至少有十本书。,书,
他们根据情报采取行动。,行,
他为自己的利益行事。,行,
我被前方驶来的车的车头灯晃得眼花。,花,
她在从自行车上摔下来时伤到了脚。,行,
自行车有两个轮胎。,行,
汤姆想买一辆新自行车。,行,
萨米读书了。,书,
那本书还拥有版权。,书,
汤姆说过，如果我想要的话他可以把这本书给我。,书,
我不能在一个星期中读过这么厚厚的书。,书,
我要读书。,书,
当然不行！,行,
她在脸书里关注了我。,书,
汤姆写了几本书。,书,
最近的图书馆在哪里？,书,
我爱图书馆。,书,
图书馆在楼上。,书,
这些是图书馆的书。,书,
这是是图书馆的书吗？,书,
在图书馆里学习。,书,
我在图书馆里学习。,书,
她丢了很多的图书馆的书。,书,
这本教科书用来新方法学习。,书,
他的书仅仅一月前出版了，且已经卖了一千册。,书,
汤姆喜欢旅行。,行,
这本书虽然很厚，但是不贵。,书,
带孩子团体去图书馆一点问题都没有。,书,
你的花园真漂亮。,花,
高等植物的生殖器是花。,花,
對不起，但是沒有避孕套的話是絕對不行的。,行,
我很開心你送我花。,花,
我很滿意你送我的花。,花,
你花太多钱了。,花,
你有自行車嗎？,行,
他是騎自行車去的。,行,
我坐船旅行。,行,
我不想打扰汤姆和玛丽读书。,书,
桌上有书本吗？,书,
小时候我没有自行车。,行,
汤姆在图书馆做工。,书,
这自行车是汤姆的。,行,
我看了一些书。,书,
他在图书馆读书。,书,
用双手握着花瓶。,花,
您覺得這行得通嗎？,行,
我们的钱花完了。,花,
写这本书的是医生。,书,
我想买一辆新的自行车。,行,
汤姆，我知道你喜欢旅行。,行,
我需要修理我的自行车。,行,
她每隔一天去图书馆。,书,
我买了一本关于动物的书。,书,
我认为一部电影的乐趣远胜于任何一本书。,书,
不要吵，我在读书。,书,
花道是日本文化的一部分。,花,
燕妮正在看这本书。,书,
这本书太贵了。我买不起。,书,
中国各个省份经济运行情况如何？,行,
南方的春暖花开。,花,
没有特别通行证，一律不准通行。,行,
不准行车。,行,
世界舆论强烈谴责武装劫持民航客机的行径。,行,
其實人生就像一趟旅行。,行,
下一趟旅行要去哪？,行,
人生是一趟旅行。,行,
海南代表团举行全体会议。,行,
汤姆给玛丽写了情书。,书,
汤姆写了情书给玛丽。,书,
汤姆写了一封情书给玛丽。,书,
汤姆给玛丽写了一封情书。,书,
我写了一封情书给她。,书,
我给她写了一封情书。,书,
您写情书吗？,书,
你们写情书吗？,书,
你写情书吗？,书,
平行四边形的对边平行。,行,
为什么你买了旅行保险？,行,
请你在阅读完毕后归还此书。,书,
我熬夜熬多久都行。,行,
萨米的行为让莱拉觉得很不舒服。,行,
她去年环球旅行。,行,
我可以借一会你的书吗？,书,
汤姆不加思索地行动。,行,
汤姆醒来的时候看到玛丽在书桌前看一本书。,书,
注意言行！,行,
我想让你读这本书。,书,
汤姆摘了些花。,花,
这本书对我而言太贵了。,书,
汤姆大概已经写了三十多本书了。,书,
我不能买这本书，太贵了。,书,
萨米在莱拉身上花了很多钱。,花,
这里的书店和图书馆没有外语书。,书,
汤姆说玛丽应该现在行动。,行,
银行星期六不营业。,银行,
我在看这本书。,书,
翻译那本书要多少钱？,书,
你书中提出了个有意思的命题。,书,
你在脸书上吗？,书,
图书馆周日不开门。,书,
你看得懂这本书吗？,书,
我凭什么花时间做这事？,花,
你最后一次给花园浇水在什么时候？,花,
你不打算在巴基斯坦建银行吗？,银行,
汤姆到这里要花好长时间。,花,
我写这本书用了三年时间。,书,
游艇绕浮标航行。,行,
空闲之时她会进行文学创作。,行,
我买花。,花,
图书馆里总是有很多人。,书,
我把书了给我的朋友。,书,
在英国，银行开放在早上九点。,银行,
口语比书面语更贴近生活。,书,
他在图书馆里坐了大半天。,书,
小心别把书架碰倒！,书,
你擅长书法吗？,书,
书架上放着很多字典。,书,
注意你的行为。,行,
你在哪里读书？,书,
图书馆是我最喜欢去的地方之一。,书,
我会经常去书城看看。,书,
图书馆又没位置了。,书,
他要去图书馆占位。,书,
你今天给花浇水了吗？,花,
一起去旅行吧。,行,
我真的太喜欢旅行了！,行,
她写的文章字里行间总是充满浪漫。,行,
你喜欢这朵花吗？,花,
这本书汤姆看了多久？,书,
计划行不通。,行,
计划行得通。,行,
医学书很厚。,书,
她已经写了几本书。,书,
花园仍旧处于阴凉处。,花,
一开始他画漫画，他的许多书信—甚至案件档案—都有他画的插图。,书,
不良书籍会对你产生危害。,书,
他们是外行。,行,
艺术难得要死。如果你在傍晚喝一瓶酒，你会觉得轻而易举。第二天早上，在画布前清醒地看待一切，再次将事物无中生有，感觉完全不同。如果我从早上开始绘画，一天剩下的时间里我都是一具行尸走肉。,行,
只要把它放回桌子上就行了！,行,
私人银行像个女孩似的—如果人们过多谈论它，就会损害它的声誉。,银行,
我们会用银行转帐付款。,银行,
您可以货到付款，银行转帐或者用汇票付款。,银行,
1632年，伽利略出了一本书，里面指出了地球绕太阳转。 天主教会逮住了他并审判了他。,书,
记得收好书签，别弄丢了。,书,
許多男孩在花園裡跑。,花,
一支大军正浩浩荡荡地行进着。,行,
这不是一朵花，这是一棵树。,花,
每天吃无花果健康吗？,花,
我吃了一个松花团子。,花,
他送了她一束附带精美贺卡的花。,花,
汤姆有我的书。,书,
您为什么想买这本书？,书,
乔拜登偷了我的自行车。,行,
最终，太空旅行将对全球的每个人都有好处。,行,
你行吗？,行,
你有没有看过中文书？,书,
汤姆有多个银行账户。,银行,
银行今天关门。,银行,
银行什么时候关门？,银行,
我不信任银行。,银行,
银行什么时候开门？,银行,
"“汤姆，说你爱我。”“什，什么？”“说你爱我。”“为什么？”“说就行了。""“......我爱你。”“谢谢。”“到底怎么回事？”“没什么，别担心。”",行,
她的新书卖得不错。,书,
花园里全是紫百合。,花,
楼下花坛里全是蚊子。,花,
我拥有的书比我能读的书多。,书,
日本动漫在全世界都很流行。,行,
箭头表示行进方向。,行,
在无名战士的墓前献上了鲜花和花圈。,花,
我把书放下来然后开灯。,书,
这所图书馆很小。,书,
汤姆独自旅行。,行,
这是本有趣的书，不是吗？,书,
我的书签被你放哪去了？,书,
超音速飛行被認為是不可能的。,行,
這是我的行李。,行,
湯姆在哪兒買的這些花呀？,花,
我看見了一個不明飛行物。,行,
他要不行了。,行,
我不認可他的行為。,行,
有很多人對花生過敏。,花,
我能把自行車停哪兒呀？,行,
我把花兒放到花瓶裡了。,花,
我覺得我能行。,行,
太空旅行已不再是幻想。,行,
他以他的抗議遊行聞名。,行,
湯姆摘下了他的老花鏡。,花,
動物依靠牠們的本能行為。,行,
魚類、兩棲動物和爬行動物都是冷血動物。,行,
憑什麼湯姆可以那樣做，而我就不行？,行,
行，你赢了。,行,
我的自行車壞了。,行,
為什麼我想吃冰激凌的慾望就是惡的？要克制自己的衝動就是善的？反過來不行嗎？,行,
你每個月花多少錢呀？,花,
您想在巴黎租辆自行车吗？,行,
我天天坐地鐵出行。,行,
商店的開業慶典將在明天舉行。,行,
你最後一次給你妻子送花是什麼時候？,花,
湯姆上了他的自行車。,行,
湯姆賣花。,花,
我剛百米衝刺，還累得不行呢。,行,
这是你一直在找的书。,书,
汤姆每天都花八个小时看电脑。,花,
花子喜欢的动画是「银河铁道之夜」。,花,
陽光只有在下午才會照進我們的花園。,花,
她在練鋼琴上花了很多時間。,花,
玛丽是在16小时跨大陆飞行中早产出生的。,行,
水池是花崗岩做的。,花,
這種問題不是隨便說說就會被解決掉的，你得去行動才行。,行,
我不想再花時間跟湯姆討論了。,花,
隨地吐痰在新加坡算是犯罪行為。,行,
你用完这本书，就把它放回原处啊。,书,
我有两个秘书。,书,
我看到了一個成年人手腳並用在牆上爬行。他肯定要麼是喝醉了，要麼就是想重返童年。,行,
因为今天下雨了，所以我不能骑自行车。,行,
湯姆花很多時間讀書。,花,
你有兩朵花。,花,
她在为一本书收集材料。,书,
去跟我的秘书讨论这个吧。,书,
花兒都乾枯了。,花,
他衣着像个绅士，言行举止却像个小丑。,行,
汤姆问我我银行里有多少钱。,银行,
一点火花让火药爆炸。,花,
这些书比那些更容易。,书,
你什么时候去纽约旅行过？,行,
这是你要找的书。,书,
读好书。,书,
他犯下了多项罪行。,行,
打开书。,书,
合上书。,书,
湯姆不懂恆星和行星的曲別。,行,
汤姆为什么需要三辆自行车？,行,
我把我的旧自行车给了汤姆。,行,
汤姆写了这本书。,书,
你应该进行脑部检查。,行,
读书。,书,
明天下午我在我爸爸的书店。,书,
哪本汉语书？,书,
那本书不在桌子上。,书,
那本书在车上。,书,
那几本书怎么样？,书,
那是他们的书。,书,
我购买一本书花费了三十美元。,书,
這個程式無法在DOS模式下執行。,行,
不走不行吗？,行,
朋友之间的承诺自然会奉行到底。,行,
我对书法略知一二。,书,
如果蜜蜂都偷懒的话，盛开的花便不会结果了。,花,
知易行难。,行,
你只需要喊他还债就行。,行,
關鍵是怎樣才行呢？,行,
三行字，就差一个句号。 这分数掉的可惜。,行,
没事多看看书，就怕您老人家没事找事犯麻烦。,书,
能借支筆嗎？我這支要不行了。,行,
他写了一本关于俄语动词的书。,书,
我很难读懂这本书。,书,
我买了花。,花,
我带了花。,花,
我两年前读过这本书。,书,
请把书递给我。,书,
我明天就去拿书。,书,
她的书和她父亲一样多。,书,
你所有的书我都看过了。,书,
汤姆不用脸书。,书,
上个月我在话费上花了很多钱。,花,
这个坏掉的花瓶无法修复了。,花,
汤姆正在清扫人行道。,行,
我坐飞机去旅行。,行,
你可以在书店买到各种类型的报纸。,书,
他告诉我他要去旅行。,行,
我买了一本书。,书,
我花很多時間通勤。,花,
他跟我們說他不能吃花生。,花,
他們認為當時是採取行動的最好時機。,行,
我想聽聽流行音樂。,行,
換我是你，我會在銀行裏存放那些錢。,行,
湯姆已經花了很多時間學法文。,花,
我没有书。,书,
我可以多拿些青花菜嗎？,花,
这本书有趣吗？,书,
畫中的女孩頭上戴著的是花冠，不是金皇冠。,花,
中国美学追求意境，而不追求相肖的程度。意境分为多层，每层大境界之中，还下分不少小境界，而各派书家，画家的观点也不一致一一这就构成了复杂的中国审美境界的体系。 中国美学的境界划分以宋代时的“三远法”“六远法”最为流行。高远，深远，平远，阔远，迷远，幽远，让人费解，细细咂摸后，方见其高妙之处。一言以蔽之，就是玄之又玄。唐朝道士吕喦所谓“妙妙妙中妙，玄玄玄更玄”是也。 两篇演讲的观点仅集中于中国审美文化与西方审美文化的差异之处，而缺乏对中国审美文化内涵的深挖。这对于注重内涵的中国审美文化而言，如同匕首与长剑对峙，不能尽其长。以此来批驳西方审美文化，稍显苍白无力。,书,
没有兒童的房子就如同没有鮮花的花園一般。,花,
人的行爲不總是理性的。,行,
我想要回我的自行車。,行,
您的书很有意思。,书,
婚姻的長度與婚宴的花費負相關。,花,
「你能帶我去商店嗎？」「你的自行車呢？」「被人偷走了。」,行,
汤姆参加了读书会。,书,
修学旅行，我们去了志贺高原滑雪。,行,
我花的生活费变多了。,花,
「我能用德國的證件飛到伊斯坦布爾嗎？」「不行，這得要架飛機才行。」,行,
哥伦布航行至遥远的西方，去寻找一个新大陆。,行,
汤姆说他以为他今天能够帮玛丽的花园除草,花,
花了你一段时间才醒来。,花,
花了我一段时间起床。,花,
我必须早两个小时起床，就为了花费一整天的时间在办公室参加本可以线上参与的30-45分钟的会议。,花,
这大概是我最后一次环球旅行，在此之后，我就不再环游世界了。,行,
汤姆在车流中来回穿行。,行,
每个3D模型的顶点都有大量数据与之相关，并影响颜色，材质和光照的行为。,行,
我把钱都花在衣服、食物和书籍上了。,书,
坐地日行八万里，巡天遥看一千河。,行,
山重水复疑无路，柳暗花明又一村。,花,
大道之行也，天下为公。,行,
天行健，君子以自强不息；地势坤，君子以厚德载物。,行,
舍利子，色不异空，空不异色。色即是空，空即是色。受想行识，亦复如是。,行,
故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。,行,
我干这一行已经很久了。,行,
是我種的這些花。,花,
Ziri的公司运行了新测试。,行,
每天晚上，当周围安静下来，他就会偷溜进邻居的花园里偷走一颗苹果。,花,
革命就是一场暴动，一场由一个阶级推翻另一个阶级的暴力行动。,行,
玛丽亚喜欢长途骑行。,行,
我有一个经常不带票旅行的朋友。,行,
不行，今天不知為何沒有幹勁。,行,
絕對不行！,行,
得買點東西給湯姆才行。,行,
孔子說：「以厲聲厲色教化百姓，是最拙劣的行為。」,行,
我覺得不會有人發現湯姆的行為的。,行,
花園裡開始冒出常春藤。,花,
爱不是花言巧语。,花,
齊莉將花兒放在了陽台的欄桿上。,花,
湯姆和好友打算搶銀行。,行,
那是花。,花,
您好，我在找一本叫《容斋六笔》的书，请问您能帮我找一下吗？,书,
可我之前明明在图书馆里看见过。,书,
这位是刘先生，图书馆的馆长，你之前上学时应该也见过，我跟刘先生是相识多年的老朋友了，放心吧，自己人。,书,
背景图片为图书馆。,书,
袁启仁从台左上，手中拿一本书。,书,
三人按刘先生、袁启仁、关老师的顺序坐下，袁启仁将书放在腿上，看向刘先生，随后疑惑地看关老师。,书,
为了避风头，也为了你的任务能更好进行，半年前，我才当着所有同学的面骂你是汉奸，从而跟你决裂，真是委屈你了。,行,
之前情况特殊，没让你写入党申请书，现在你赶快补上，请刘先生帮忙交给组织。,书,
袁启仁立即拿起书打开，取出入党申请书,书,
玫瑰花蕾。,花,
還要花能量砍掉。,花,
花花貓睡了。,花,
中國的國行版，有新增幾位配音老師，像是欣郁姊她們。,行,
程式正常運行。,行,
計畫正常執行。,行,
他沒有湯姆進行不了。,行,
石楠花有助於抑制花園裡的雜草。,花,
調查進行中。,行,
以旅行支票付款。,行,
瑪莉的狗學了些新花樣。,花,
鞋业公会召开会议，讨论新环保法对行业的影响。,行,
传统节日中，祠堂常用于工会举行仪式。,行,
市政府举行了一次大型公会，旨在促进跨部门合作。,行,
我有一輛舊自行車。,行,
湯姆摔壞的是瑪莉的花瓶。,花,
花謝了會再開。,花,
她詳細陳報了旅行過程中的突發事件，並提出改進建議。,行,
第三性別的出現增加了法律和行政上的麻煩，徒增無謂的負擔。,行,
他憑藉獨特的幽默感，在反串秀者的行業中迅速走紅。,行,
鲜花因缺水而枯萎,花,
我種了三行土豆。,行,
湯姆湯姆的審判將於 10 月 20 日繼續進行。,行,
我會將重要日期記在行事曆上，這樣就不會忘。,行,
穿過花園時，請勿踐踏花壇。,花,
她絕望地看著小偷踐踏她花園裡的植物。,花,
2013 年 5 月 1 日施行的法律得到強化。,行,
你們的行為方式全部都一樣。,行,
